id,x,y,length
0,47.237936,39.710619,188
1,47.237939,39.710765,188
2,47.238107,39.710759,188
3,47.238227,39.710753,188
4,47.238481,39.710743,188
5,47.238991,39.710722,188
6,47.238991,39.710722,6
7,47.23903,39.710721,6
8,47.23903,39.710721,363
9,47.239119,39.710717,363
10,47.239208,39.710714,363
11,47.239287,39.71071,363
12,47.239421,39.710705,363
13,47.240122,39.710674,363
14,47.240736,39.709355,363
15,47.240701,39.709357,363
-1,-1,-1,-1
